priority,species_binomial,japanese_names,nmns_taxonomic_block,moreyra_jpns,nmns_distribution_source,own_sample_sector_rule,sector_design,new_tree_samples_needed,public_locality_audit_gate,locality_freeze_gate,claim_boundary
P6,Cirsium norikurense,ノリクラアザミ,ナンブアザミ節ナンブアザミ亜節キソアザミ列,JPN_22,長野県，富山県，岐阜県，福井県,Moreyra public accessionのlocalityを照合後、NMNS documented range内でその既存個体から最大限離れる確認済み野生集団を1つ選ぶ,MAXIMIZE_COMPLEMENT_TO_PUBLIC_ACCESSION_AFTER_LOCALITY_AUDIT,1,REQUIRED_BEFORE_FINAL_SECTOR_FREEZE,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,one own trait-linked complement to adequate public singleton; exact locality not yet frozen
P6,Cirsium shidokimontanum,シドキヤマアザミ,ナンブアザミ節ナンブアザミ亜節ナンブアザミ列,JPN_25,宮城県，福島県，茨城県，長野県,Moreyra public accessionのlocalityを照合後、NMNS documented range内でその既存個体から最大限離れる確認済み野生集団を1つ選ぶ,MAXIMIZE_COMPLEMENT_TO_PUBLIC_ACCESSION_AFTER_LOCALITY_AUDIT,1,REQUIRED_BEFORE_FINAL_SECTOR_FREEZE,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,one own trait-linked complement to adequate public singleton; exact locality not yet frozen
P6,Cirsium yoshinoi,ヨシノアザミ,ナンブアザミ節ナンブアザミ亜節ナンブアザミ列,JPN_21,本州(近畿地方，北陸地方，中国地方)，四国,Moreyra public accessionのlocalityを照合後、NMNS documented range内でその既存個体から最大限離れる確認済み野生集団を1つ選ぶ,MAXIMIZE_COMPLEMENT_TO_PUBLIC_ACCESSION_AFTER_LOCALITY_AUDIT,1,REQUIRED_BEFORE_FINAL_SECTOR_FREEZE,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,one own trait-linked complement to adequate public singleton; exact locality not yet frozen
P6,Cirsium matsumurae,ハクサンアザミ,ナンブアザミ節ナンブアザミ亜節ノリクラアザミ列,JPN_18,本州(岐阜県，富山県，石川県，滋賀県),Moreyra public accessionのlocalityを照合後、NMNS documented range内でその既存個体から最大限離れる確認済み野生集団を1つ選ぶ,MAXIMIZE_COMPLEMENT_TO_PUBLIC_ACCESSION_AFTER_LOCALITY_AUDIT,1,REQUIRED_BEFORE_FINAL_SECTOR_FREEZE,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,one own trait-linked complement to adequate public singleton; exact locality not yet frozen
P6,Cirsium nippoense,ニッポウアザミ,ナンブアザミ節ニッポウアザミ亜節,JPN_19,宮崎県，大分県,Moreyra public accessionのlocalityを照合後、NMNS documented range内でその既存個体から最大限離れる確認済み野生集団を1つ選ぶ,MAXIMIZE_COMPLEMENT_TO_PUBLIC_ACCESSION_AFTER_LOCALITY_AUDIT,1,REQUIRED_BEFORE_FINAL_SECTOR_FREEZE,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,one own trait-linked complement to adequate public singleton; exact locality not yet frozen
P6,Cirsium japonicum,ノアザミ | ノアザミ変種オニオオノアザミ | ノアザミ変種トゲアザミ,ナンブアザミ節ノアザミ亜節ノアザミ列,JPN_12,本州，四国，九州／台湾 || 徳島県(剣山系)，愛媛県(石鎚山系，赤石山系) || 富山県黒部市,Moreyra public accessionのlocalityを照合後、NMNS documented range内でその既存個体から最大限離れる確認済み野生集団を1つ選ぶ,MAXIMIZE_COMPLEMENT_TO_PUBLIC_ACCESSION_AFTER_LOCALITY_AUDIT,1,REQUIRED_BEFORE_FINAL_SECTOR_FREEZE,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,one own trait-linked complement to adequate public singleton; exact locality not yet frozen
P6,Cirsium aomorense,アオモリアザミ,ナンブアザミ節ノアザミ亜節ノハラアザミ列,JPN_05,北海道(釧路～道南，太平洋側)，本州(青森県，秋田県),Moreyra public accessionのlocalityを照合後、NMNS documented range内でその既存個体から最大限離れる確認済み野生集団を1つ選ぶ,MAXIMIZE_COMPLEMENT_TO_PUBLIC_ACCESSION_AFTER_LOCALITY_AUDIT,1,REQUIRED_BEFORE_FINAL_SECTOR_FREEZE,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,one own trait-linked complement to adequate public singleton; exact locality not yet frozen
P6,Cirsium oligophyllum,ノハラアザミ | ノハラアザミ変種ニッコウアザミ,ナンブアザミ節ノアザミ亜節ノハラアザミ列,JPN_23,本州(青森県，秋田県～長野県，愛知県) || 本州(福島県，栃木県，長野県，新潟県),Moreyra public accessionのlocalityを照合後、NMNS documented range内でその既存個体から最大限離れる確認済み野生集団を1つ選ぶ,MAXIMIZE_COMPLEMENT_TO_PUBLIC_ACCESSION_AFTER_LOCALITY_AUDIT,1,REQUIRED_BEFORE_FINAL_SECTOR_FREEZE,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,one own trait-linked complement to adequate public singleton; exact locality not yet frozen
P6,Cirsium maritimum,ハマアザミ,ナンブアザミ節ハマアザミ亜節,JPN_17,本州，四国，九州,Moreyra public accessionのlocalityを照合後、NMNS documented range内でその既存個体から最大限離れる確認済み野生集団を1つ選ぶ,MAXIMIZE_COMPLEMENT_TO_PUBLIC_ACCESSION_AFTER_LOCALITY_AUDIT,1,REQUIRED_BEFORE_FINAL_SECTOR_FREEZE,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,one own trait-linked complement to adequate public singleton; exact locality not yet frozen
P6,Cirsium aidzuense,アイヅヒメアザミ,ナンブアザミ節ヒメアザミ亜節,JPN_02,福島県，栃木県，群馬県,Moreyra public accessionのlocalityを照合後、NMNS documented range内でその既存個体から最大限離れる確認済み野生集団を1つ選ぶ,MAXIMIZE_COMPLEMENT_TO_PUBLIC_ACCESSION_AFTER_LOCALITY_AUDIT,1,REQUIRED_BEFORE_FINAL_SECTOR_FREEZE,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,one own trait-linked complement to adequate public singleton; exact locality not yet frozen
P6,Cirsium suzukaense,スズカアザミ,ナンブアザミ節ヒメアザミ亜節,JPN_27,静岡県，長野県～三重県，滋賀県(太平洋側地域),Moreyra public accessionのlocalityを照合後、NMNS documented range内でその既存個体から最大限離れる確認済み野生集団を1つ選ぶ,MAXIMIZE_COMPLEMENT_TO_PUBLIC_ACCESSION_AFTER_LOCALITY_AUDIT,1,REQUIRED_BEFORE_FINAL_SECTOR_FREEZE,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,one own trait-linked complement to adequate public singleton; exact locality not yet frozen
P6,Cirsium alpicola,ミネアザミ,ナンブアザミ節ミネアザミ亜節,JPN_03,北海道(道南地方)，青森県,Moreyra public accessionのlocalityを照合後、NMNS documented range内でその既存個体から最大限離れる確認済み野生集団を1つ選ぶ,MAXIMIZE_COMPLEMENT_TO_PUBLIC_ACCESSION_AFTER_LOCALITY_AUDIT,1,REQUIRED_BEFORE_FINAL_SECTOR_FREEZE,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,one own trait-linked complement to adequate public singleton; exact locality not yet frozen
P6,Cirsium spicatum,ヤマアザミ,ナンブアザミ節ヤマアザミ亜節,JPN_26,四国(愛媛県，高知県)，九州,Moreyra public accessionのlocalityを照合後、NMNS documented range内でその既存個体から最大限離れる確認済み野生集団を1つ選ぶ,MAXIMIZE_COMPLEMENT_TO_PUBLIC_ACCESSION_AFTER_LOCALITY_AUDIT,1,REQUIRED_BEFORE_FINAL_SECTOR_FREEZE,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,one own trait-linked complement to adequate public singleton; exact locality not yet frozen
P6,Cirsium gyojanum,ギョウジャアザミ,ナンブアザミ節リョウノウアザミ亜節,JPN_09,紀伊山地，四国山地(東部),Moreyra public accessionのlocalityを照合後、NMNS documented range内でその既存個体から最大限離れる確認済み野生集団を1つ選ぶ,MAXIMIZE_COMPLEMENT_TO_PUBLIC_ACCESSION_AFTER_LOCALITY_AUDIT,1,REQUIRED_BEFORE_FINAL_SECTOR_FREEZE,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,one own trait-linked complement to adequate public singleton; exact locality not yet frozen
P6,Cirsium dipsacolepis,モリアザミ,モリアザミ節,JPN_06,本州，四国，九州,P02モリアザミRAD bankの最初の確認済み野生集団から1個体,DRAW_FROM_FOCAL_RAD_BANK,1,REQUIRED_BEFORE_FINAL_SECTOR_FREEZE,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,one own trait-linked complement to adequate public singleton; exact locality not yet frozen
P6,Cirsium lineare,ヤナギアザミ,ヤナギアザミ節,JPN_15,本州(山口県)，四国，九州／朝鮮，中国，ベトナム，タイ,P02ヤナギアザミRAD bankの最初の確認済み野生集団から1個体,DRAW_FROM_FOCAL_RAD_BANK,1,REQUIRED_BEFORE_FINAL_SECTOR_FREEZE,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,one own trait-linked complement to adequate public singleton; exact locality not yet frozen
